graphID,label,weight,GapW-M,averageDegree,avergaeTrianglesRate,ratioOfNodesInTriangles,GCC,ACC,density
20000.sK.10.50.4.2,0,0.329094901,-0.814014117,20.0974,3.9723,0.9124,0.143167701,0.243464375,0.00100492
20000.sK.10.50.5.1,0,0.361321372,-0.859352267,20.0546,3.83495,0.90545,0.139985095,0.244929936,0.00100278
20000.sK.10.50.5.2,0,0.392156182,-0.928694165,20.0914,3.91515,0.9022,0.142798959,0.247173699,0.00100462
20000.sK.10.50.6.1,0,0.440097606,-0.998798689,20.0562,3.7874,0.89825,0.138133852,0.247377455,0.00100286
20000.sK.10.50.6.2,0,0.42508932,-0.96841757,20.0888,3.7976,0.90355,0.138749274,0.250892214,0.00100449
20000.sK.10.50.7.1,0,0.426830747,-0.943851859,20.1018,3.73195,0.8976,0.137010869,0.252389142,0.00100514
20000.sK.10.50.7.2,0,0.507514351,-1.126765313,20.141,3.67665,0.8966,0.134778924,0.249724849,0.0010071
b.ONp1021,0,0.898918161,-2.553003324,19.9232,3.0814,0.8456,0.112842861,0.167120081,0.003985437
b.ONp1022,0,0.881107778,-2.499431922,20.1912,3.1072,0.8452,0.1104107,0.16506488,0.004039048
b.ONp1031,0,0.903528261,-2.386722704,20.2624,3.0282,0.8342,0.107939518,0.156490117,0.004053291
b.ONp1032,0,0.840345399,-2.225371154,20.4016,3.3854,0.865,0.118397676,0.180813745,0.004081136
b.ONp1041,0,0.871871005,-2.187977523,20.4096,3.162,0.8548,0.109279671,0.172686439,0.004082737
b.ONp1042,0,0.862287695,-2.128356293,20.376,2.975,0.8354,0.104928155,0.158739657,0.004076015
b.ONp1051,0,0.892292557,-2.107346329,20.0904,3.0626,0.8314,0.11232249,0.171030995,0.004018884
b.ONp1052,0,0.850203275,-1.990279651,20.2584,3.0986,0.8482,0.109336112,0.177893671,0.00405249
b.ONp1061,0,0.894029038,-1.967663088,20.5024,2.9846,0.845,0.104245837,0.175629829,0.0041013
b.ONp1062,0,0.855455373,-1.889675552,19.7992,2.9298,0.8236,0.10915228,0.17505747,0.003960632
b.ONp1071,0,0.881872654,-1.83424859,20.1672,3.0108,0.8282,0.107920941,0.174536039,0.004034247
b.ONp1072,0,0.871498385,-1.837513748,20.2712,3.1504,0.8556,0.111095177,0.191492623,0.004055051
b.ONp1081,0,0.873608856,-1.765665827,19.8328,2.857,0.8344,0.10700802,0.181011193,0.003967353
b.ONp1082,0,0.857872392,-1.799329005,20.1832,3.1832,0.8538,0.114584108,0.19655944,0.004037447
b-avg-40.ONp5021,0,0.036375231,-0.106498836,80.4728,42.8938,1,0.160385949,0.164862235,0.01609778
b-avg-40.ONp5022,0,0.010748937,-0.03109719,80.3352,40.4544,1,0.151716555,0.154991012,0.016070254
b-avg-40.ONp5031,0,0.05515851,-0.153542702,80.2824,32.6472,1,0.122569548,0.126173776,0.016059692
b-avg-40.ONp5032,0,0.039236281,-0.11246204,80.5448,33.8206,1,0.126105266,0.129523596,0.016112182
b-avg-40.ONp5041,0,0.015333529,-0.040271591,80.072,27.8874,1,0.105228298,0.108417569,0.016017604
b-avg-40.ONp5042,0,0.010072858,-0.026357649,80.0216,26.7248,1,0.100925208,0.10388364,0.016007522
b-avg-40.ONp5051,1,0.033490869,0.083358037,80.1816,23.7142,1,0.08912707,0.092231283,0.016039528
b-avg-40.ONp5052,0,0.003636689,-0.008877952,80.0464,23.9612,1,0.090384128,0.09349677,0.016012482
b-avg-40.ONp5061,1,0.051375656,0.115554372,79.76,20.8486,1,0.079073687,0.082290214,0.015955191
b-avg-40.ONp5062,1,0.065316724,0.150103689,79.964,21.1048,1,0.079606509,0.082713901,0.015995999
b-avg-40.ONp5071,1,0.356294458,0.78882964,79.6848,18.1698,1,0.068858629,0.072094672,0.015940148
b-avg-40.ONp5072,1,0.499485004,1.039021601,79.9504,18.3834,1,0.069207816,0.072505034,0.015993279
b-avg-40.ONp5081,1,0.428274131,0.854958614,79.4648,15.9442,1,0.060653239,0.063891112,0.015896139
b-avg-40.ONp5082,1,0.509291862,1.012472876,79.3112,15.6728,1,0.059746009,0.062770871,0.015865413
N10000.K10.onp2.xc20.nc10.maxK40.mu0.02.t12.t21.om3.i1,1,0.125770969,0.222484582,18.3656,4.1211,0.9638,0.199233896,0.36545549,0.001836744
N10000.K10.onp2.xc20.nc10.maxK40.mu0.02.t12.t21.om4.i1,0,0.201694864,-0.252228796,18.674,3.0821,0.8678,0.142567488,0.275890574,0.001867587
N10000.K10.onp2.xc20.nc10.maxK40.mu0.02.t12.t23.om3.i1,1,0.132941044,0.236991861,18.2108,4.1195,0.9726,0.203927567,0.381685823,0.001821262
N10000.K10.onp2.xc20.nc10.maxK40.mu0.02.t12.t23.om4.i1,0,0.089581385,-0.109539545,18.652,3.1166,0.8786,0.144002809,0.292538759,0.001865387
N10000.K10.onp2.xc20.nc10.maxK40.mu0.02.t13.t21.om3.i1,1,0.131034444,0.288981498,19.2888,3.963,0.9949,0.21339187,0.30785148,0.001929073
N10000.K10.onp2.xc20.nc10.maxK40.mu0.02.t13.t21.om4.i1,1,0.020429267,0.031716904,19.1528,2.9455,0.9777,0.159430801,0.24596783,0.001915472
N10000.K10.onp2.xc20.nc10.maxK40.mu0.02.t13.t23.om3.i1,1,0.176020567,0.400273832,19.2292,4.1258,0.9982,0.222073903,0.329100526,0.001923112
N10000.K10.onp2.xc20.nc10.maxK40.mu0.02.t13.t23.om4.i1,1,0.114502632,0.190798899,19.1316,3.0377,0.9835,0.163299645,0.258438734,0.001913351
N10000.K10.onp2.xc20.nc10.maxK40.mu0.05.t12.t21.om3.i1,1,0.074734162,0.123053575,18.3556,3.7934,0.9519,0.184601459,0.333544804,0.001835744
N10000.K10.onp2.xc20.nc10.maxK40.mu0.05.t12.t21.om4.i1,0,0.238416758,-0.290521171,18.6016,2.8194,0.8549,0.130893593,0.253281367,0.001860346
N10000.K10.onp2.xc20.nc10.maxK40.mu0.05.t12.t23.om3.i1,1,0.136519516,0.231861932,18.158,3.7678,0.9592,0.187640688,0.347873096,0.001815982
N10000.K10.onp2.xc20.nc10.maxK40.mu0.05.t12.t23.om4.i1,0,0.137220804,-0.166158971,18.6244,2.8546,0.8712,0.134212642,0.26434741,0.001862626
N10000.K10.onp2.xc20.nc10.maxK40.mu0.05.t13.t21.om3.i1,1,0.103768984,0.21893226,19.2404,3.6707,0.9923,0.199065421,0.28325238,0.001924232
N10000.K10.onp2.xc20.nc10.maxK40.mu0.05.t13.t21.om4.i1,1,0.004430943,0.006414385,19.2416,2.7407,0.9694,0.147757251,0.223080132,0.001924352
N10000.K10.onp2.xc20.nc10.maxK40.mu0.05.t13.t23.om3.i1,1,0.119984433,0.254405096,19.2008,3.7808,0.9941,0.206412727,0.299378495,0.001920272
N10000.K10.onp2.xc20.nc10.maxK40.mu0.05.t13.t23.om4.i1,0,0.023916145,-0.033705567,19.1348,2.7562,0.9727,0.151373023,0.230901543,0.001913671
N10000.K10.onp2.xc20.nc10.maxK80.mu0.02.t12.t21.om3.i1,0,0.034657059,-0.045946374,16.9048,3.8911,0.8418,0.150359563,0.390890773,0.001690649
N10000.K10.onp2.xc20.nc10.maxK80.mu0.02.t12.t21.om4.i1,0,0.30444842,-0.325533524,17.1552,2.985,0.7811,0.110094247,0.347731078,0.001715692
N10000.K10.onp2.xc20.nc10.maxK80.mu0.02.t12.t23.om3.i1,0,0.02914653,-0.037731844,16.896,3.9072,0.8321,0.148396473,0.387361508,0.001689769
N10000.K10.onp2.xc20.nc10.maxK80.mu0.02.t12.t23.om4.i1,0,0.313323199,-0.333452957,17.1496,3.0133,0.7923,0.114690288,0.351908711,0.001715132
N10000.K10.onp2.xc20.nc10.maxK80.mu0.02.t13.t21.om3.i1,1,0.190315259,0.428887943,20.6104,4.6771,0.9961,0.184016808,0.304895777,0.002061246
N10000.K10.onp2.xc20.nc10.maxK80.mu0.02.t13.t21.om4.i1,1,0.162724885,0.277287139,20.1548,3.5579,0.9863,0.151089035,0.270868654,0.002015682
N10000.K10.onp2.xc20.nc10.maxK80.mu0.02.t13.t23.om3.i1,1,0.157642953,0.336194456,20.532,4.5554,0.9927,0.181429563,0.295618756,0.002053405
N10000.K10.onp2.xc20.nc10.maxK80.mu0.02.t13.t23.om4.i1,1,0.181066821,0.31452218,20.1276,3.6635,0.9888,0.153815902,0.287010399,0.002012961
N10000.K10.onp2.xc20.nc10.maxK80.mu0.05.t12.t21.om3.i1,1,0.019466841,0.025168855,17.2468,3.7995,0.8376,0.139878633,0.368596942,0.001724852
N10000.K10.onp2.xc20.nc10.maxK80.mu0.05.t12.t21.om4.i1,0,0.331190759,-0.329126744,17.6272,3.0148,0.7789,0.104455927,0.332163684,0.001762896
N10000.K10.onp2.xc20.nc10.maxK80.mu0.05.t12.t23.om3.i1,0,0.048492002,-0.06079174,16.9272,3.5773,0.8284,0.135778431,0.364903009,0.001692889
N10000.K10.onp2.xc20.nc10.maxK80.mu0.05.t12.t23.om4.i1,0,0.376448817,-0.390882764,17.1176,2.7452,0.7842,0.105406775,0.324487961,0.001711931
N10000.K10.onp2.xc20.nc10.maxK80.mu0.05.t13.t21.om3.i1,1,0.16973872,0.360221121,20.228,4.1056,0.9923,0.171471053,0.273742356,0.002023002
N10000.K10.onp2.xc20.nc10.maxK80.mu0.05.t13.t21.om4.i1,1,0.136610939,0.214811622,20.3492,3.4129,0.98,0.139361009,0.256133249,0.002035124
N10000.K10.onp2.xc20.nc10.maxK80.mu0.05.t13.t23.om3.i1,1,0.132884815,0.267158671,20.362,4.0064,0.9882,0.167009183,0.265616061,0.002036404
N10000.K10.onp2.xc20.nc10.maxK80.mu0.05.t13.t23.om4.i1,1,0.148626813,0.236615808,20.298,3.4772,0.9815,0.143453974,0.266679087,0.002030003
N10000.K10.onp2.xc20.nc5.maxK40.mu0.02.t12.t21.om3.i1,1,0.15555628,0.288281544,18.0436,4.2273,0.9807,0.215487272,0.402464165,0.00180454
N10000.K10.onp2.xc20.nc5.maxK40.mu0.02.t12.t21.om4.i1,0,0.10129644,-0.129892337,18.0996,2.9357,0.8938,0.14655564,0.309098573,0.001810141
N10000.K10.onp2.xc20.nc5.maxK40.mu0.02.t12.t23.om3.i1,1,0.176623204,0.341463383,17.1552,4.1205,0.9949,0.240524186,0.440635454,0.001715692
N10000.K10.onp2.xc20.nc5.maxK40.mu0.02.t12.t23.om4.i1,1,0.019985078,0.026509208,17.3792,2.8938,0.9518,0.161844129,0.358744832,0.001738094
N10000.K10.onp2.xc20.nc5.maxK40.mu0.02.t13.t21.om3.i1,1,0.172924409,0.396831293,19.2224,4.2469,0.9991,0.228875124,0.343793858,0.001922432
N10000.K10.onp2.xc20.nc5.maxK40.mu0.02.t13.t21.om4.i1,1,0.112355708,0.188314204,18.9336,2.9629,0.9875,0.16503005,0.261492507,0.001893549
N10000.K10.onp2.xc20.nc5.maxK40.mu0.02.t13.t23.om3.i1,1,0.199762656,0.45441461,18.9152,4.3304,0.9996,0.243888336,0.371494379,0.001891709
N10000.K10.onp2.xc20.nc5.maxK40.mu0.02.t13.t23.om4.i1,1,0.141761876,0.246697992,18.8476,3.0461,0.9921,0.172705882,0.284510028,0.001884948
N10000.K10.onp2.xc20.nc5.maxK40.mu0.05.t12.t21.om3.i1,1,0.126263673,0.221909412,17.8228,3.714,0.9693,0.194414636,0.359371181,0.001782458
N10000.K10.onp2.xc20.nc5.maxK40.mu0.05.t12.t21.om4.i1,0,0.169466764,-0.214951401,18.0124,2.7016,0.8852,0.137065392,0.282188298,0.00180142
N10000.K10.onp2.xc20.nc5.maxK40.mu0.05.t12.t23.om3.i1,1,0.149878099,0.275643202,17.1876,3.8113,0.9857,0.221475613,0.399614166,0.001718932
N10000.K10.onp2.xc20.nc5.maxK40.mu0.05.t12.t23.om4.i1,0,0.086350864,-0.109744081,17.3988,2.6002,0.941,0.145685247,0.324382946,0.001740054
N10000.K10.onp2.xc20.nc5.maxK40.mu0.05.t13.t21.om3.i1,1,0.138432109,0.30504943,19.1184,3.8527,0.9973,0.21159303,0.311011738,0.001912031
N10000.K10.onp2.xc20.nc5.maxK40.mu0.05.t13.t21.om4.i1,1,0.042314691,0.06404211,19.0936,2.8092,0.9803,0.154237806,0.241733706,0.001909551
N10000.K10.onp2.xc20.nc5.maxK40.mu0.05.t13.t23.om3.i1,1,0.164890881,0.359270253,18.9764,4.0023,0.9982,0.224772969,0.338655516,0.00189783
N10000.K10.onp2.xc20.nc5.maxK40.mu0.05.t13.t23.om4.i1,1,0.10074809,0.158595156,19.1104,2.9225,0.9876,0.159303082,0.261057305,0.001911231
N10000.K10.onp2.xc20.nc5.maxK80.mu0.02.t12.t21.om3.i1,1,0.018115408,0.023879933,17.034,3.9786,0.8434,0.150055253,0.400304954,0.00170357
N10000.K10.onp2.xc20.nc5.maxK80.mu0.02.t12.t21.om4.i1,0,0.335767298,-0.352764763,16.8996,2.8344,0.78,0.111015659,0.338209631,0.001690129
N10000.K10.onp2.xc20.nc5.maxK80.mu0.02.t12.t23.om3.i1,1,0.031019224,0.041476907,17.2892,4.192,0.846,0.153992528,0.39656299,0.001729093
N10000.K10.onp2.xc20.nc5.maxK80.mu0.02.t12.t23.om4.i1,0,0.269165091,-0.288132997,17.0912,3.0606,0.7923,0.113824908,0.358174411,0.001709291
N10000.K10.onp2.xc20.nc5.maxK80.mu0.02.t13.t21.om3.i1,1,0.168467131,0.366188681,20.3832,4.5074,0.9933,0.186546296,0.30043174,0.002038524
N10000.K10.onp2.xc20.nc5.maxK80.mu0.02.t13.t21.om4.i1,1,0.136291213,0.219376814,20.0724,3.5065,0.9839,0.147918427,0.272787278,0.002007441
N10000.K10.onp2.xc20.nc5.maxK80.mu0.02.t13.t23.om3.i1,1,0.159890819,0.345141085,20.3976,4.4201,0.9938,0.181124916,0.292191605,0.002039964
N10000.K10.onp2.xc20.nc5.maxK80.mu0.02.t13.t23.om4.i1,1,0.189228132,0.32334001,20.3156,3.7374,0.989,0.152622316,0.285128803,0.002031763
N10000.K10.onp2.xc20.nc5.maxK80.mu0.05.t12.t21.om3.i1,0,0.058161049,-0.075088342,17.0688,3.7406,0.8273,0.141801833,0.36122438,0.001707051
N10000.K10.onp2.xc20.nc5.maxK80.mu0.05.t12.t21.om4.i1,0,0.395781661,-0.41000522,17.1792,2.7829,0.7719,0.102465445,0.325164912,0.001718092
N10000.K10.onp2.xc20.nc5.maxK80.mu0.05.t12.t23.om3.i1,0,0.060647961,-0.075523633,17.1196,3.768,0.8263,0.137639478,0.364872911,0.001712131
N10000.K10.onp2.xc20.nc5.maxK80.mu0.05.t12.t23.om4.i1,0,0.35547009,-0.379142359,17.1932,2.7902,0.7803,0.105766048,0.323829023,0.001719492
N10000.K10.onp2.xc20.nc5.maxK80.mu0.05.t13.t21.om3.i1,1,0.158283638,0.337251477,20.6824,4.3721,0.9931,0.174356977,0.281803221,0.002068447
N10000.K10.onp2.xc20.nc5.maxK80.mu0.05.t13.t21.om4.i1,1,0.119763546,0.191028024,20.044,3.3716,0.9856,0.143925143,0.266598473,0.0020046
N10000.K10.onp2.xc20.nc5.maxK80.mu0.05.t13.t23.om3.i1,1,0.140832585,0.296207561,20.5536,4.2054,0.9911,0.168666677,0.275355023,0.002055566
N10000.K10.onp2.xc20.nc5.maxK80.mu0.05.t13.t23.om4.i1,1,0.131293239,0.207241601,20.438,3.5352,0.9858,0.142845983,0.270408391,0.002044004
N10000.K10.onp2.xc40.nc10.maxK40.mu0.02.t12.t21.om3.i1,0,0.022872157,-0.038000112,18.7556,3.9244,0.9384,0.17933583,0.296711911,0.001875748
N10000.K10.onp2.xc40.nc10.maxK40.mu0.02.t12.t21.om4.i1,0,0.291771034,-0.37512663,18.406,2.7887,0.8262,0.132955206,0.228164462,0.001840784
N10000.K10.onp2.xc40.nc10.maxK40.mu0.02.t12.t23.om3.i1,1,0.036437567,0.060394228,18.2008,3.8797,0.9561,0.191742887,0.341196079,0.001820262
N10000.K10.onp2.xc40.nc10.maxK40.mu0.02.t12.t23.om4.i1,0,0.14473375,-0.188733526,18.6072,3.0514,0.8548,0.142288472,0.26706658,0.001860906
N10000.K10.onp2.xc40.nc10.maxK40.mu0.02.t13.t21.om3.i1,0,0.090449485,-0.177964323,19.2988,3.2131,0.9762,0.172110687,0.230661334,0.001930073
N10000.K10.onp2.xc40.nc10.maxK40.mu0.02.t13.t21.om4.i1,0,0.322171166,-0.479307818,19.4936,2.6794,0.9426,0.139509213,0.195625276,0.001949555
N10000.K10.onp2.xc40.nc10.maxK40.mu0.02.t13.t23.om3.i1,1,0.094338276,0.195486028,19.28,3.7848,0.9913,0.20191846,0.291957789,0.001928193
N10000.K10.onp2.xc40.nc10.maxK40.mu0.02.t13.t23.om4.i1,0,0.011368271,-0.017186089,19.1272,2.8352,0.972,0.155352006,0.231250732,0.001912911
N10000.K10.onp2.xc40.nc10.maxK40.mu0.05.t12.t21.om3.i1,0,0.159580877,-0.259438952,18.4968,3.3552,0.9148,0.160052409,0.260846669,0.001849865
N10000.K10.onp2.xc40.nc10.maxK40.mu0.05.t12.t21.om4.i1,0,0.413943188,-0.537344938,18.5748,2.6773,0.8135,0.123425089,0.215371695,0.001857666
N10000.K10.onp2.xc40.nc10.maxK40.mu0.05.t12.t23.om3.i1,1,0.06365404,0.107730311,18.7652,3.9212,0.9512,0.179949703,0.325449429,0.001876708
N10000.K10.onp2.xc40.nc10.maxK40.mu0.05.t12.t23.om4.i1,0,0.250342211,-0.321807317,18.5368,2.7967,0.8443,0.130563674,0.244360456,0.001853865
N10000.K10.onp2.xc40.nc10.maxK40.mu0.05.t13.t21.om3.i1,0,0.069932153,-0.13551779,19.5652,3.18,0.9766,0.163749556,0.223909587,0.001956716
N10000.K10.onp2.xc40.nc10.maxK40.mu0.05.t13.t21.om4.i1,0,0.457457919,-0.636476628,19.2564,2.3108,0.9269,0.124663274,0.173993727,0.001925833
N10000.K10.onp2.xc40.nc10.maxK40.mu0.05.t13.t23.om3.i1,1,0.059385615,0.122835414,19.4104,3.5582,0.9906,0.187467401,0.266578585,0.001941234
N10000.K10.onp2.xc40.nc10.maxK40.mu0.05.t13.t23.om4.i1,0,0.163799341,-0.240601651,19.374,2.6505,0.9608,0.139679132,0.211186634,0.001937594
N10000.K10.onp2.xc40.nc10.maxK80.mu0.02.t12.t21.om3.i1,0,0.033724644,-0.047095955,17.3272,4.1646,0.8335,0.149832704,0.380627261,0.001732893
N10000.K10.onp2.xc40.nc10.maxK80.mu0.02.t12.t21.om4.i1,0,0.318180769,-0.349551169,17.5712,3.2086,0.7495,0.10994054,0.307731019,0.001757296
N10000.K10.onp2.xc40.nc10.maxK80.mu0.02.t12.t23.om3.i1,0,0.070543529,-0.095785947,16.5608,3.9321,0.8473,0.161468842,0.396361762,0.001656246
N10000.K10.onp2.xc40.nc10.maxK80.mu0.02.t12.t23.om4.i1,0,0.35381669,-0.397781202,17.0032,2.9739,0.7772,0.116241376,0.332228903,0.00170049
N10000.K10.onp2.xc40.nc10.maxK80.mu0.02.t13.t21.om3.i1,1,0.064867624,0.133475577,20.5528,4.1297,0.9891,0.169134471,0.2677227,0.002055486
N10000.K10.onp2.xc40.nc10.maxK80.mu0.02.t13.t21.om4.i1,0,0.066305281,-0.093503462,20.372,3.1326,0.959,0.126786044,0.219300894,0.002037404
N10000.K10.onp2.xc40.nc10.maxK80.mu0.02.t13.t23.om3.i1,1,0.161787454,0.364692512,20.3172,4.7059,0.9961,0.199484816,0.326818385,0.002031923
N10000.K10.onp2.xc40.nc10.maxK80.mu0.02.t13.t23.om4.i1,1,0.094420701,0.152714091,20.126,3.3937,0.9806,0.145585295,0.258324354,0.002012801
N10000.K10.onp2.xc40.nc10.maxK80.mu0.05.t12.t21.om3.i1,0,0.07777844,-0.102367261,17.612,3.9095,0.8214,0.136523797,0.343372373,0.001761376
N10000.K10.onp2.xc40.nc10.maxK80.mu0.05.t12.t21.om4.i1,0,0.355579963,-0.382561871,17.9672,3.1403,0.7476,0.104304185,0.287397459,0.0017969
N10000.K10.onp2.xc40.nc10.maxK80.mu0.05.t12.t23.om3.i1,0,0.11518083,-0.153718851,16.7808,3.7095,0.8354,0.149509494,0.367548262,0.001678248
N10000.K10.onp2.xc40.nc10.maxK80.mu0.05.t12.t23.om4.i1,0,0.422300977,-0.457814475,17.0584,2.7669,0.7533,0.106638797,0.303563615,0.001706011
N10000.K10.onp2.xc40.nc10.maxK80.mu0.05.t13.t21.om3.i1,1,0.02110502,0.039912912,20.406,3.8053,0.9823,0.156906431,0.246176409,0.002040804
N10000.K10.onp2.xc40.nc10.maxK80.mu0.05.t13.t21.om4.i1,0,0.203743776,-0.280407363,20.6716,3.0695,0.9517,0.119429911,0.206280004,0.002067367
N10000.K10.onp2.xc40.nc10.maxK80.mu0.05.t13.t23.om3.i1,1,0.111782882,0.236706857,20.1144,4.0951,0.993,0.178333418,0.283946675,0.002011641
N10000.K10.onp2.xc40.nc10.maxK80.mu0.05.t13.t23.om4.i1,0,0.00051646,-0.00073796,20.0768,3.1214,0.9698,0.133369414,0.238044323,0.002007881
N10000.K10.onp2.xc40.nc5.maxK40.mu0.02.t12.t21.om3.i1,0,0.057122795,-0.096365652,18.2956,3.6526,0.9458,0.178717283,0.30849133,0.001829743
N10000.K10.onp2.xc40.nc5.maxK40.mu0.02.t12.t21.om4.i1,0,0.289704593,-0.397231161,18.278,2.8487,0.8503,0.139662695,0.250034763,0.001827983
N10000.K10.onp2.xc40.nc5.maxK40.mu0.02.t12.t23.om3.i1,1,0.147472634,0.29081178,17.4244,4.0525,0.9884,0.229513675,0.41088342,0.001742614
N10000.K10.onp2.xc40.nc5.maxK40.mu0.02.t12.t23.om4.i1,0,0.100049515,-0.133405613,17.3104,2.7662,0.9306,0.155590387,0.329875634,0.001731213
N10000.K10.onp2.xc40.nc5.maxK40.mu0.02.t13.t21.om3.i1,0,0.059519385,-0.115079172,19.1952,3.2961,0.9832,0.179629199,0.251401052,0.001919712
N10000.K10.onp2.xc40.nc5.maxK40.mu0.02.t13.t21.om4.i1,0,0.102091806,-0.152836773,19.472,2.7236,0.9584,0.141162568,0.210120495,0.001947395
N10000.K10.onp2.xc40.nc5.maxK40.mu0.02.t13.t23.om3.i1,1,0.162040886,0.362972392,18.938,4.089,0.9988,0.23102217,0.343948507,0.001893989
N10000.K10.onp2.xc40.nc5.maxK40.mu0.02.t13.t23.om4.i1,1,0.07634727,0.125027538,18.8228,2.9452,0.988,0.166335963,0.269413816,0.001882468
N10000.K10.onp2.xc40.nc5.maxK40.mu0.05.t12.t21.om3.i1,0,0.087190862,-0.147381869,18.5064,3.4592,0.9298,0.166409298,0.281728902,0.001850825
N10000.K10.onp2.xc40.nc5.maxK40.mu0.05.t12.t21.om4.i1,0,0.425982921,-0.574079348,18.3784,2.6463,0.8375,0.128316446,0.22771677,0.001838024
N10000.K10.onp2.xc40.nc5.maxK40.mu0.05.t12.t23.om3.i1,1,0.131924078,0.25052318,17.5848,3.8554,0.9831,0.213042405,0.384441275,0.001758656
N10000.K10.onp2.xc40.nc5.maxK40.mu0.05.t12.t23.om4.i1,0,0.135070682,-0.178211796,17.6124,2.6785,0.9187,0.146711386,0.30114393,0.001761416
N10000.K10.onp2.xc40.nc5.maxK40.mu0.05.t13.t21.om3.i1,0,0.082790437,-0.161818673,19.4604,3.197,0.9803,0.169477748,0.235608955,0.001946235
N10000.K10.onp2.xc40.nc5.maxK40.mu0.05.t13.t21.om4.i1,0,0.283189827,-0.415143302,19.1324,2.4207,0.9461,0.132166022,0.190568482,0.001913431
N10000.K10.onp2.xc40.nc5.maxK40.mu0.05.t13.t23.om3.i1,1,0.120366044,0.257689699,18.9924,3.7511,0.9978,0.211347835,0.312383417,0.00189943
N10000.K10.onp2.xc40.nc5.maxK40.mu0.05.t13.t23.om4.i1,1,0.031564103,0.047747006,18.9372,2.7187,0.981,0.15172333,0.243288275,0.001893909
N10000.K10.onp2.xc40.nc5.maxK80.mu0.02.t12.t21.om3.i1,0,0.110081993,-0.157762772,16.582,3.786,0.8342,0.153658626,0.373284486,0.001658366
N10000.K10.onp2.xc40.nc5.maxK80.mu0.02.t12.t21.om4.i1,0,0.399843177,-0.458867288,17.3644,3.1584,0.7587,0.116376213,0.30988098,0.001736614
N10000.K10.onp2.xc40.nc5.maxK80.mu0.02.t12.t23.om3.i1,0,0.130441675,-0.184628021,15.8212,4.6144,0.8801,0.218761062,0.421278451,0.001582278
N10000.K10.onp2.xc40.nc5.maxK80.mu0.02.t12.t23.om4.i1,0,0.406003732,-0.49285709,16.2668,3.1007,0.8266,0.141334504,0.35900683,0.001626843
N10000.K10.onp2.xc40.nc5.maxK80.mu0.02.t13.t21.om3.i1,1,0.080134017,0.166891516,20.4024,4.2717,0.994,0.174795778,0.286577333,0.002040444
N10000.K10.onp2.xc40.nc5.maxK80.mu0.02.t13.t21.om4.i1,0,0.014101206,-0.020313068,20.1452,3.2594,0.9715,0.137362823,0.239395873,0.002014721
N10000.K10.onp2.xc40.nc5.maxK80.mu0.02.t13.t23.om3.i1,1,0.210892411,0.486841402,19.8232,5.0328,0.9994,0.22779688,0.372098351,0.001982518
N10000.K10.onp2.xc40.nc5.maxK80.mu0.02.t13.t23.om4.i1,1,0.140324058,0.236542177,19.846,3.6032,0.9916,0.16092132,0.298788637,0.001984798
N10000.K10.onp2.xc40.nc5.maxK80.mu0.05.t12.t21.om3.i1,0,0.139299513,-0.19381119,17.182,3.8481,0.8297,0.144484175,0.348763857,0.001718372
N10000.K10.onp2.xc40.nc5.maxK80.mu0.05.t12.t21.om4.i1,0,0.439337876,-0.486161642,17.156,2.7176,0.7467,0.103196604,0.283065132,0.001715772
N10000.K10.onp2.xc40.nc5.maxK80.mu0.05.t12.t23.om3.i1,0,0.161937482,-0.219612276,15.8492,4.1787,0.8705,0.198882485,0.39194275,0.001585079
N10000.K10.onp2.xc40.nc5.maxK80.mu0.05.t12.t23.om4.i1,0,0.477036289,-0.564589489,16.1524,2.7743,0.8085,0.128337026,0.328373588,0.001615402
N10000.K10.onp2.xc40.nc5.maxK80.mu0.05.t13.t21.om3.i1,1,0.049007002,0.096709338,20.4476,3.9262,0.9876,0.163135341,0.263881719,0.002044964
N10000.K10.onp2.xc40.nc5.maxK80.mu0.05.t13.t21.om4.i1,0,0.125035915,-0.17400498,20.22,3.0341,0.9588,0.129196219,0.215655411,0.002022202
N10000.K10.onp2.xc40.nc5.maxK80.mu0.05.t13.t23.om3.i1,1,0.169035312,0.374071327,19.9572,4.66,0.9987,0.209648636,0.342776725,0.00199592
N10000.K10.onp2.xc40.nc5.maxK80.mu0.05.t13.t23.om4.i1,1,0.124651326,0.201223416,19.888,3.2989,0.9875,0.147278458,0.269834885,0.001988999
N1500.K10.onp10.xc15.nc5.maxK20.mu0.1.t11.t21.om2.i1,1,0.094704586,0.279541806,19.40533333,9.306666667,1,0.521934197,0.624030894,0.012945519
N1500.K10.onp10.xc15.nc5.maxK20.mu0.1.t11.t21.om4.i1,1,0.14468597,0.412732478,18.768,6.348666667,1,0.377412579,0.511532847,0.012520347
N1500.K10.onp10.xc15.nc5.maxK20.mu0.1.t11.t23.om2.i1,1,0.08770895,0.256945742,19.344,9.45,1,0.536214158,0.630322897,0.012904603
N1500.K10.onp10.xc15.nc5.maxK20.mu0.1.t11.t23.om4.i1,1,0.094791761,0.261692567,18.6,6.346666667,0.996666667,0.388851825,0.512824677,0.012408272
N1500.K10.onp10.xc15.nc5.maxK20.mu0.1.t12.t21.om2.i1,1,0.075480752,0.225719595,19.75733333,8.912,1,0.519528973,0.606544146,0.013180342
N1500.K10.onp10.xc15.nc5.maxK20.mu0.1.t12.t21.om4.i1,1,0.140036263,0.417665136,19.18933333,6.858666667,1,0.425921837,0.553976249,0.012801423
